,title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,capacity_gb
924,Corsair Force MP500,4.5,,120 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,120.0
925,Inland Premium,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
926,Seagate Enterprise,,209.80,6 TB,0.035,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,6000.0
927,Western Digital Red Pro,,449.00,22 TB,0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,22000.0
928,Mushkin Vortex Redline,,169.99,2 TB,0.085,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,2000.0
929,Integral V Series 2,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
930,Mushkin Helix-L,4.5,Out of stock$58.99,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
931,Timetec 30TT253X2,,50.99,1 TB,0.051,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
932,Seagate Exos X18,5.0,322.57,12 TB,0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
933,Western Digital Red,4.5,254.99,8 TB,0.032,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,8000.0
934,Intel D3-S4510,,1295.00,7.68 TB,0.169,SSD,,"2.5""",SATA 6.0 Gb/s,7680.0
935,Apacer AS350 PANTHER,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
936,Kingston SSDNow V200,3.5,79.98,128 GB,0.625,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
937,ADATA SU800,4.5,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
938,Corsair MP510,4.5,,960 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,960.0
939,MSI SPATIUM M371,,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
940,Seagate SkyHawk AI,,234.99,14 TB,0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,14000.0
941,Seagate FireCuda 530,5.0,,4 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
942,Lexar NM710,5.0,69.98,500 GB,0.140,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
943,Corsair MP600 ELITE PS5,,89.99,1 TB,0.090,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
944,TEAMGROUP T-Create Classic C47,,74.98,1 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
945,Western Digital Green,4.0,90.00,1 TB,0.090,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
946,Western Digital Black,4.5,199.95,512 GB,0.391,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
947,Western Digital Red,4.5,,4 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
948,FanXiang S101,,219.98,4 TB,0.055,SSD,,"2.5""",SATA 6.0 Gb/s,4000.0
949,Seagate EXOS Enterprise,,122.88,4 TB,0.031,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,4000.0
950,Inland Professional,4.5,22.99,240 GB,0.096,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
951,Sabrent Rocket Q4,4.5,137.84,1 TB,0.138,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
952,Corsair MP510,4.5,79.48,480 GB,0.166,SSD,,M.2-2280,M.2 PCIe 3.0 X4,480.0
953,Seagate Pipeline HD,3.5,,500 GB,,5900 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,500.0
954,PNY CS900,4.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
955,ADATA Ultimate SU750,4.0,49.00,512 GB,0.096,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
956,Crucial P2,4.5,,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0
957,Crucial MX500,4.5,79.98,500 GB,0.160,SSD,,M.2-2280,M.2 SATA,500.0
958,Seagate BarraCuda 120,5.0,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
959,Samsung Spinpoint M8,4.0,31.99,1 TB,0.032,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,1000.0
960,MSI SPATIUM S270,,34.97,480 GB,0.073,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
961,Inland Professional,4.5,59.99,1 TB,0.060,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
962,Western Digital Blue,4.5,220.00,2 TB,0.110,SSD,,M.2-2280,M.2 SATA,2000.0
963,Sabrent Rocket,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
964,Kingston A400,4.0,,240 GB,,SSD,,M.2-2280,M.2 SATA,240.0
965,Kingston Predator,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
966,Crucial MX300,4.5,159.99,275 GB,0.582,SSD,,"2.5""",SATA 6.0 Gb/s,275.0
967,MSI SPATIUM M450,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
968,Acer FA200,1.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
969,KingSpec XG7000 PRO,,118.99,2 TB,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
970,Kingston FURY Renegade G5,,203.99,1.024 TB,0.199,SSD,,M.2-2280,M.2 PCIe 5.0 X4,1024.0
971,Western Digital Blue,4.5,67.73,3 TB,0.023,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,3000.0
972,Netac NV7000,,172.99,2 TB,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
973,Western Digital Blue,4.0,62.25,1 TB,0.062,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,1000.0
974,Western Digital Blue SN500,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X2,500.0
975,FanXiang S101,2.0,33.99,512 GB,0.066,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
976,KingSpec NE-2280,5.0,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
977,ADATA XPG GAMMIX S60 Blade,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
978,Toshiba N300,,328.99,18 TB,0.018,7200 RPM,,"3.5""",SATA 6.0 Gb/s,18000.0
979,Western Digital WDBSLA0040HNC-NRSN,4.5,109.00,4 TB,0.027,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
980,Integral M3 Series Plus,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
981,Western Digital Gold,,419.99,20 TB,0.021,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,20000.0
982,Toshiba HDKCC00,2.5,24.00,500 GB,0.048,7200 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,500.0
983,TEAMGROUP Cardea Zero Z440 Graphene,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
984,Samsung 860 Pro,5.0,283.35,1 TB,0.283,SSD,1024 MB,"2.5""",SATA 6.0 Gb/s,1000.0
985,Corsair MP400,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
986,Western Digital Black AN1500,,,1 TB,,SSD,,PCIe,PCIe x8,1000.0
987,Seagate IronWolf NAS,4.5,183.50,6 TB,0.031,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,6000.0
988,Western Digital Red,5.0,467.98,14 TB,0.033,5400 RPM,,"3.5""",SATA 6.0 Gb/s,14000.0
989,GOODRAM CL100 gen.3,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
990,TEAMGROUP MP34,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
991,Lexar NQ710,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
992,Kingston Fury Renegade with Heat Sink,,73.98,500 GB,0.148,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
993,Intenso High Performance,5.0,63.72,960 GB,0.066,SSD,,"2.5""",SATA 6.0 Gb/s,960.0
994,Western Digital Green,4.5,47.00,120 GB,0.392,SSD,,M.2-2280,M.2 SATA,120.0
995,Western Digital WD_BLACK SN850P for PS5,5.0,199.99,2 TB,0.100,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
996,Toshiba XG5,3.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
997,Toshiba P300,,122.53,4 TB,0.031,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,4000.0
998,Seagate Exos X18,,280.99,10 TB,0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
999,Mushkin Vortex Redline,5.0,85.99,1 TB,0.086,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1000,Verbatim Vi3000,,67.31,1 TB,0.067,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1001,Seagate FireCuda 530,5.0,89.95,500 GB,0.180,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
1002,Corsair MP700 PRO w/Heatsink,,174.99,1 TB,0.175,SSD,,M.2-2280,M.2 PCIe 5.0 X4,1000.0
1003,Western Digital Blue,5.0,,4 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,4000.0
1004,Western Digital Blue,4.5,46.00,250 GB,0.184,SSD,,M.2-2280,M.2 SATA,250.0
1005,FanXiang S500 Pro,,109.69,2 TB,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
1006,Samsung 850 Evo,4.5,254.99,2 TB,0.127,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
1007,Western Digital Black,4.0,62.99,1 TB,0.063,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,1000.0
1008,Western Digital PC SN730,5.0,69.98,256 GB,0.273,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1009,Lexar Professional NM1090 PRO,,242.49,2 TB,0.121,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
1010,SanDisk Extreme,,49.99,500 GB,0.100,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
1011,Toshiba X300 Pro,5.0,364.99,18 TB,0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,18000.0
1012,Western Digital Gold,5.0,289.99,12 TB,0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
1013,Lexar NM610PRO,,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
1014,Western Digital Red,5.0,349.45,10 TB,0.035,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
1015,Western Digital Purple,,249.00,8 TB,0.031,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
1016,Seagate BarraCuda 510,5.0,139.99,1 TB,0.140,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1017,Seagate BarraCuda,3.5,29.11,250 GB,0.116,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,250.0
1018,SanDisk Ultra II,4.5,199.99,480 GB,0.417,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
1019,Western Digital SN520,4.0,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X2,512.0
1020,Lexar NM1090 w/ Heatsink,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X4,1000.0
1021,Western Digital Red SN700,5.0,209.99,2 TB,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
1022,Hitachi Ultrastar He12,,255.00,12 TB,0.021,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,12000.0
1023,Micron 3400,5.0,129.99,1 TB,0.130,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1024,TEAMGROUP QX,,,15.3 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,15300.0
1025,MSI SPATIUM M482,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1026,Western Digital Red SN700,,77.98,500 GB,0.156,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
1027,KingSpec NXM,,55.99,1 TB,0.056,SSD,,M.2-2242,M.2 PCIe 3.0 X4,1000.0
1028,Western Digital Red Plus,5.0,484.75,14 TB,0.035,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,14000.0
1029,ADATA Legend 960,1.0,183.31,2 TB,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1030,HP EX900,4.5,,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,250.0
1031,Western Digital Red SA500,,226.90,2 TB,0.113,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
1032,Samsung 860 Pro,4.5,430.00,2 TB,0.215,SSD,2048 MB,"2.5""",SATA 6.0 Gb/s,2000.0
1033,Crucial P5 Plus W/Heatsink,5.0,279.98,2 TB,0.140,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1034,ADATA XPG GAMMIX S11 Pro,4.5,Out of stock$73.98,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1035,Seagate NAS HDD,,,8 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,8000.0
1036,Lexar NM610,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1037,Corsair MP600 MICRO,,174.99,2 TB,0.087,SSD,,M.2-2242,M.2 PCIe 4.0 X4,2000.0
1038,Western Digital Black SN750,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1039,Mushkin Helix-L,,37.99,512 GB,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0
1040,Western Digital Red Pro,,269.99,10 TB,0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,10000.0
1041,Gigabyte GP-GSM2NE3512GNTD,5.0,143.00,512 GB,0.279,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1042,Western Digital Caviar Blue,4.0,35.00,250 GB,0.140,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,250.0
1043,Samsung 860 Pro,4.5,235.00,256 GB,0.918,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,256.0
1044,Seagate Barracuda Green,5.0,94.85,2 TB,0.047,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1045,Western Digital Green,4.0,,2 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1046,Seagate FireCuda 530 w/Heatsink,,534.99,4 TB,0.134,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
1047,Samsung 840 Pro,4.5,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
1048,Samsung SM951,4.5,,128 GB,,SSD,256 MB,M.2-2280,M.2 PCIe 3.0 X4,128.0
1049,Lexar NQ780,,62.49,1 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1050,Seagate Exos X20,5.0,467.50,18 TB,0.026,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,18000.0
1051,MSI SPATIUM S270,,39.00,240 GB,0.163,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
1052,TEAMGROUP T-Create Classic C47,,259.99,4 TB,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
1053,KingSpec NXM,,35.99,512 GB,0.070,SSD,,M.2-2242,M.2 PCIe 3.0 X4,512.0
1054,Western Digital WD_BLACK,4.5,46.99,500 GB,0.094,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,500.0
1055,Patriot P320,,18.98,128 GB,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,128.0
1056,Solidigm P41 Plus,4.0,82.31,500 GB,0.165,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
1057,ADATA LEGEND 860,,53.89,500 GB,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
1058,Inland TN320,,29.99,256 GB,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1059,Hitachi 7K1000.C,4.0,87.76,1 TB,0.088,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,1000.0
1060,Hitachi Ultrastar He10,5.0,286.06,10 TB,0.029,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
1061,Kingston SSDNow S100,,,16 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,16.0
1062,Lexar PLAY,,658.84,8 TB,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4,8000.0
1063,Timetec 30TTQNS3SATA-1TB,,50.99,1 TB,0.051,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
1064,Verbatim Vi3000,,112.17,512 GB,0.219,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1065,Western Digital Blue,,Out of stock$34.99,500 GB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,500.0
1066,Samsung MZ-75E4T0B,5.0,599.99,4 TB,0.150,SSD,4096 MB,"2.5""",SATA 6.0 Gb/s,4000.0
1067,Samsung Spinpoint F3,4.5,,1 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,1000.0
1068,AMD RADEON-R7SSD-480G,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
1069,Silicon Power A58,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
1070,Western Digital Black AN1500,,,2 TB,,SSD,,PCIe,PCIe x8,2000.0
1071,MSI SPATIUM S270,,,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,960.0
1072,Western Digital Purple,5.0,92.01,4 TB,0.023,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
1073,Intenso High Performance,,39.36,480 GB,0.082,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
1074,Western Digital Purple,4.0,59.99,1 TB,0.060,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,1000.0
1075,Seagate Nytro Enterprise,,999.95,1.92 TB,0.521,SSD,,"2.5""",SATA 6.0 Gb/s,1920.0
1076,Seagate EE25.2,4.0,,40 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,40.0
1077,Seagate Surveillance HDD,,,3 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
1078,Apacer AS350 PANTHER,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
1079,Orico D10,,119.99,2 TB,0.060,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
1080,Seagate Constellation ES.3,5.0,,4 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,4000.0
1081,Integral V Series Plus,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
1082,Addlink S91,,78.98,1 TB,0.079,SSD,,M.2-2230,M.2 PCIe 4.0 X4,1000.0
1083,ADATA XPG SPECTRIX S40G RGB,4.5,Out of stock$299.99,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2000.0
1084,Western Digital Black SN750,,499.99,4 TB,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,4000.0
1085,Seagate SkyHawk Surveillance,,79.00,2 TB,0.040,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1086,Seagate FireCuda,4.0,,1 TB,,Hybrid,,"2.5""",SATA 6.0 Gb/s,1000.0
1087,Intel 600p,4.5,104.00,512 GB,0.203,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1088,Seagate Barracuda Compute,5.0,91.00,2 TB,0.045,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1089,Kingston SSDNow UV400,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
1090,Samsung 750 Evo,4.5,,500 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,500.0
1091,Corsair MP600 Force Series Gen4,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
1092,Western Digital SN530,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1093,Toshiba N300 Pro,,358.99,18 TB,0.020,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,18000.0
1094,Silicon Power XS70,5.0,107.51,1 TB,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1095,PNY CS2140,5.0,45.97,500 GB,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4,500.0
1096,Silicon Power A58,5.0,,2 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
1097,KingSpec XG7000,,43.99,512 GB,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0
1098,Gigabyte AORUS Gen4,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1099,Toshiba P300,,86.60,2 TB,0.043,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1100,GOODRAM PX700,,269.91,2.048 TB,0.132,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2048.0
1101,TEAMGROUP T-Force Z44A7Q,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1102,Samsung Spinpoint F3,4.5,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,500.0
1103,Western Digital Caviar Green,4.0,,3 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
1104,Intel 320,,,600 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,600.0
1105,HP FX700,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1106,MSI SPATIUM M482 Eco-Pack,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1107,PNY CS3150 RGB,,214.99,2 TB,0.107,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
1108,Verbatim Vi550,,20.99,256 GB,0.082,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
1109,ADATA LEGEND 900,,70.62,512 GB,0.138,SSD,,M.2-2280,M.2 PCIe 4.0 X4,512.0
1110,Mushkin Gamma,,799.99,8 TB,0.100,SSD,,M.2-2280,M.2 PCIe 4.0 X4,8000.0
1111,Seagate Game Drive,,1074.46,4 TB,0.269,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
1112,Western Digital Red,4.5,119.00,2 TB,0.060,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1113,Kingston A400,,339.00,1.92 TB,0.177,SSD,,"2.5""",SATA 6.0 Gb/s,1920.0
1114,Western Digital Black AN1500,,,4 TB,,SSD,,PCIe,PCIe x8,4000.0
1115,Gigabyte GP-GSTFS31256GTND,,30.53,256 GB,0.119,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
1116,Apacer AS2280Q4U,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1117,Crucial MX100,4.5,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
1118,Crucial BX100,4.5,,500 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,500.0
1119,Seagate BarraCuda Pro,4.0,279.99,10 TB,0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,10000.0
1120,Lenovo S4520,,768.97,960 GB,0.801,SSD,,"3.5""",SATA 6.0 Gb/s,960.0
1121,PNY CS3140,,445.72,4 TB,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
1122,ADATA Legend 960,,110.40,1 TB,0.110,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1123,Nextorage G-Series,5.0,799.99,2 TB,0.400,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1124,Apacer AS2280Q4U,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1125,Western Digital Black,5.0,287.99,6 TB,0.048,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,6000.0
1126,Western Digital Caviar Black,4.5,159.99,2 TB,0.080,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
1127,Seagate Momentus 5400.6,3.5,32.00,500 GB,0.064,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,500.0
1128,Samsung 850 Pro,5.0,304.99,2 TB,0.152,SSD,,"2.5""",SATA 6.0 Gb/s,2000.0
1129,Intenso 3812450,,43.36,512 GB,0.085,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
1130,Samsung MZVPV256HDGL-00000,3.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
1131,Integral M,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,1000.0
1132,PNY CS900,,239.99,4 TB,0.060,SSD,,"2.5""",SATA 6.0 Gb/s,4000.0
1133,Kingston KC600,,101.95,1.024 TB,0.100,SSD,,mSATA,mSATA,1024.0
1134,TEAMGROUP T-FORCE Z44A5,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1135,Western Digital Black SN850 w/Heatsink,5.0,232.99,2 TB,0.116,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1136,Sabrent Rocket,5.0,212.34,1 TB,0.212,SSD,,M.2-2242,M.2 PCIe 3.0 X4,1000.0
1137,Western Digital Black,4.5,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
1138,Seagate ST4000DX001,4.0,,4 TB,,Hybrid,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
1139,Micron 5200 Ion,,1099.00,7.68 TB,0.143,SSD,,"2.5""",SATA 6.0 Gb/s,7680.0
1140,Sabrent Rocket 4.0,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1141,ADATA LEGEND 700,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1142,Toshiba MG03SCA,5.0,30.00,1 TB,0.030,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,1000.0
1143,Seagate FireCuda 530R w/Heatsink,,324.99,4 TB,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4,4000.0
1144,Western Digital Ultrastar,4.5,237.50,8 TB,0.030,7200 RPM,,"3.5""",SATA 6.0 Gb/s,8000.0
1145,Corsair MP600 ELITE PS5,,159.99,2 TB,0.080,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2000.0
1146,Western Digital Gold,,372.00,14 TB,0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,14000.0
1147,ADATA XPG SPECTRIX S20G,,64.93,500 GB,0.130,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
1148,Western Digital WD Blue,5.0,90.50,500 GB,0.181,SSD,,"2.5""",SATA 6.0 Gb/s,500.0
1149,Western Digital WD_BLACK SN850P for PS5,,110.99,1 TB,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4,1000.0
1150,Intel 660p,4.0,71.98,512 GB,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4,512.0
1151,Intel Optane 900P,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
1152,GOODRAM IRDM PRO GEN 5,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2000.0
1153,Western Digital Black SN750,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,500.0
1154,Sabrent Rocket,5.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,256.0
