title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,cache_gb,capacity_gb
Kingston SSDNow V+200,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V+200,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,90.0
Seagate Momentus Thin,3.5,,320 GB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,320.0
Western Digital AV-GP,3.5,,320 GB,,5400 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,0.032,320.0
Hitachi Travelstar Z5K320,5.0,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,320.0
OCZ Vertex 4,5.0,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Intel 320,3.0,,120 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,120.0
OCZ Vertex Plus,,,240 GB,,SSD,64 MB,"2.5""",SATA 3.0 Gb/s,0.064,240.0
OCZ Vertex Plus,,,60 GB,,SSD,64 MB,"2.5""",SATA 3.0 Gb/s,0.064,60.0
OCZ Vertex Plus,5.0,,120 GB,,SSD,64 MB,"2.5""",SATA 3.0 Gb/s,0.064,120.0
Western Digital AV-25,,95.0,250 GB,0.38,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,250.0
Western Digital AV,,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,0.016,500.0
Western Digital AV,,,320 GB,,7200 RPM,8 MB,"3.5""",PATA 100,0.008,320.0
Seagate Momentus LP,2.5,79.98,1 TB,0.08,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,1000.0
Western Digital RE4,,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,0.064,2000.0
Seagate Constellation ES,4.0,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
OCZ Vertex 3 Low Profile 7mm,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
OCZ Vertex 3 Low Profile 7mm,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
OCZ Vertex Plus R2,,,60 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,60.0
OCZ Vertex Plus R2,,,120 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,120.0
Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Kingston SSDNow V+200,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Corsair Force 3,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
OCZ Vertex 4,5.0,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
OCZ Agility 4,3.5,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
OCZ Agility 4,4.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
OCZ Vertex 3 Low Profile 7mm,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
OCZ Vertex 3 Low Profile 7mm,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V+200,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
OCZ Vertex Plus R2,,,240 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,240.0
OCZ Agility 4,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
OCZ Octane,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
OCZ Petrol,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Corsair Force GS,4.0,,180 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,180.0
Transcend SSD720,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
Transcend SSD720,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Transcend SSD720,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Transcend SSD720,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Corsair Force GS,4.5,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Samsung Spinpoint M8,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,250.0
Seagate Momentus Thin,,,320 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,320.0
Seagate Momentus Thin,,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,250.0
Seagate Momentus Thin,,,160 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,160.0
Western Digital Caviar Blue,4.5,,750 GB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,750.0
Seagate Constellation.2,,,1 TB,,7200 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,0.064,1000.0
Western Digital AV-GP,,,2.5 TB,,5400 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,0.064,2500.0
Intel 320,,,40 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,40.0
OCZ Vertex 3,,,240 GB,,SSD,,"3.5""",SATA 6.0 Gb/s,,240.0
PNY XLR8,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Mushkin Catalyst,,,100 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,100.0
Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Seagate Momentus Thin,,,320 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,320.0
Transcend SSD320,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
PNY Prevail Elite,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Crucial V4,5.0,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,64.0
Crucial V4,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,64.0
Crucial V4,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,128.0
Crucial V4,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,128.0
Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V+200,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Kingston SSDNow V+200,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,90.0
Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Crucial V4,,,256 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,256.0
Crucial V4,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,64.0
Transcend SSD320,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
Kingston SSDNow V+200,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,90.0
Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
OCZ R4,,,1.2 TB,,SSD,,PCIe,PCIe x8,,1200.0
OCZ RM88,,,1.6 TB,,SSD,,PCIe,PCIe x8,,1600.0
OCZ RevoDrive,,,80 GB,,SSD,,PCIe,PCIe x4,,80.0
OCZ RevoDrive,,,480 GB,,SSD,,PCIe,PCIe x4,,480.0
OCZ Z-Drive R2 M84,,,512 GB,,SSD,256 MB,PCIe,PCIe x8,0.256,512.0
OCZ RevoDrive,,,180 GB,,SSD,,PCIe,PCIe x4,,180.0
OCZ RevoDrive X2,,,100 GB,,SSD,,PCIe,PCIe x4,,100.0
OCZ RevoDrive X2,,,240 GB,,SSD,,PCIe,PCIe x4,,240.0
OCZ RevoDrive X2,,,360 GB,,SSD,,PCIe,PCIe x4,,360.0
OCZ RevoDrive X2,,,480 GB,,SSD,,PCIe,PCIe x4,,480.0
OCZ RevoDrive 3,5.0,,240 GB,,SSD,,PCIe,PCIe x4,,240.0
OCZ RevoDrive 3 X2,,,480 GB,,SSD,,PCIe,PCIe x4,,480.0
OCZ RevoDrive 3 X2,,,960 GB,,SSD,,PCIe,PCIe x4,,960.0
OCZ RevoDrive 3,,,480 GB,,SSD,,PCIe,PCIe x4,,480.0
OCZ RevoDrive 3 X2,5.0,,240 GB,,SSD,,PCIe,PCIe x4,,240.0
OCZ RevoDrive 3 Max IOPS,,,480 GB,,SSD,,PCIe,PCIe x4,,480.0
OCZ RevoDrive 3 Max IOPS,,,120 GB,,SSD,,PCIe,PCIe x4,,120.0
OCZ RevoDrive 3 X2 Max IOPS,,,480 GB,,SSD,,PCIe,PCIe x4,,480.0
OCZ RevoDrive 3 X2 Max IOPS,,,240 GB,,SSD,,PCIe,PCIe x4,,240.0
OCZ RevoDrive 3 X2 Max IOPS,,,960 GB,,SSD,,PCIe,PCIe x4,,960.0
OCZ RevoDrive X2,,,960 GB,,SSD,,PCIe,PCIe x4,,960.0
Intel 910,,,800 GB,,SSD,,PCIe,PCIe x8,,800.0
Crucial V4,,,32 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,32.0
Crucial V4,,,32 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,32.0
Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Mushkin Catalyst,,,50 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,50.0
Transcend SSD320,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
G.Skill Phoenix III,4.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Corsair Neutron,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
OCZ Agility 3,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
Hitachi H3IK40003272SW,,,4 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
OCZ Agility 3,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
OCZ Agility 3,4.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
OCZ Vertex 3,5.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Western Digital VelociRaptor,4.0,,250 GB,,10000 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,0.064,250.0
OCZ Deneva 2 C,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
PNY XLR8,5.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
PNY XLR8,4.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Intel 335,4.5,209.95,240 GB,0.875,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
PNY XLR8 PRO,4.5,122.47,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Mushkin Chronos Deluxe,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Corsair Neutron GTX,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Mushkin Chronos Deluxe,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,90.0
SanDisk ReadyCache,4.0,,32 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,32.0
Toshiba Solid State Drive,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow KC100,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Kingston SSDNow KC100,,290.99,240 GB,1.212,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Plextor M5P,,,256 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,0.512,256.0
Plextor M5P,,,512 GB,,SSD,768 MB,"2.5""",SATA 6.0 Gb/s,0.768,512.0
PNY Prevail,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Mushkin Chronos Deluxe,,,180 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,180.0
Toshiba MK2561GSYN,,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,250.0
Seagate Constellation CS,4.5,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Seagate Constellation ES.2,,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Samsung Spinpoint M8,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,250.0
Kingston SSDNow V300,4.0,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Mushkin Chronos Deluxe,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Kingston SSDNow V300,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
OCZ Vector,5.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
OCZ Vector,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Samsung Spinpoint M8,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,250.0
Samsung Spinpoint M8,,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,500.0
Samsung Spinpoint M7E,,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,640.0
Toshiba HDKBB97,,,750 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,750.0
Toshiba PH3300U-1I72,4.0,159.0,3 TB,0.053,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Kingston SSDNow KC100,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Mushkin Callisto Deluxe,,,480 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,480.0
Kingston SSDNow KC100,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
ADATA Premier Pro SP600,4.0,,32 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,32.0
PNY Performance,,107.68,60 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,60.0
PNY XLR8 PRO,4.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
PNY Prevail Elite,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Plextor M5P Xtreme,,,256 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,0.512,256.0
Plextor M5P Xtreme,5.0,,256 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,0.512,256.0
Corsair Neutron,5.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Corsair Neutron,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Intel 525,,,30 GB,,SSD,,mSATA,mSATA,,30.0
Intel 525,,,120 GB,,SSD,,mSATA,mSATA,,120.0
Intel 525,,,180 GB,,SSD,,mSATA,mSATA,,180.0
Intel 525,,,240 GB,,SSD,,mSATA,mSATA,,240.0
ADATA XPG SX300,,,256 GB,,SSD,,mSATA,mSATA,,256.0
ADATA XPG SX300,,,64 GB,,SSD,,mSATA,mSATA,,64.0
Intel 313,,,24 GB,,SSD,,mSATA,mSATA,,24.0
Intel 310,,,80 GB,,SSD,,mSATA,mSATA,,80.0
Intel 310,,,40 GB,,SSD,,mSATA,mSATA,,40.0
Crucial M4,,277.77,256 GB,1.085,SSD,,mSATA,mSATA,,256.0
ADATA XM13,,,60 GB,,SSD,,mSATA,mSATA,,60.0
Mushkin Atlas,,,30 GB,,SSD,,mSATA,mSATA,,30.0
Mushkin Atlas,,,240 GB,,SSD,,mSATA,mSATA,,240.0
Mushkin Atlas,,,240 GB,,SSD,,mSATA,mSATA,,240.0
Mushkin Atlas,,,120 GB,,SSD,,mSATA,mSATA,,120.0
Mushkin Atlas,3.0,,120 GB,,SSD,,mSATA,mSATA,,120.0
Kingston SSDNow,,,64 GB,,SSD,,mSATA,mSATA,,64.0
Kingston SSDNow,,,32 GB,,SSD,,mSATA,mSATA,,32.0
OCZ Strata,,,30 GB,,SSD,,mSATA,mSATA,,30.0
OCZ Nocti,,,60 GB,,SSD,,mSATA,mSATA,,60.0
OCZ Nocti,,,120 GB,,SSD,,mSATA,mSATA,,120.0
Mushkin Atlas,,,60 GB,,SSD,,mSATA,mSATA,,60.0
Mushkin Atlas,,,60 GB,,SSD,,mSATA,mSATA,,60.0
OCZ Strata,,,60 GB,,SSD,,mSATA,mSATA,,60.0
Toshiba PH2050U-1I54,5.0,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,500.0
Toshiba MK2576GSX dup,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,250.0
Seagate Constellation.2,,,250 GB,,7200 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,0.064,250.0
Hitachi Travelstar,4.0,,1 TB,,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,0.032,1000.0
Intel 525,,,60 GB,,SSD,,mSATA,mSATA,,60.0
Mushkin Atlas,,,480 GB,,SSD,,mSATA,mSATA,,480.0
OCZ Vertex 3.20,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
OCZ Vertex 3.20,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Plextor M5M,5.0,,128 GB,,SSD,256 MB,mSATA,mSATA,0.256,128.0
Plextor M5P,4.5,,128 GB,,SSD,256 MB,"2.5""",SATA 6.0 Gb/s,0.256,128.0
Seagate Constellation CS,,,1 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Seagate Constellation ES.2,,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Seagate Constellation ES,,,500 GB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,500.0
Seagate STBD4000400,4.5,,4 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
Seagate Constellation ES.3,,181.41,4 TB,0.045,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s,0.128,4000.0
Seagate Constellation ES.3,,125.0,3 TB,0.042,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s,0.128,3000.0
Seagate Constellation ES.3,,,1 TB,,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s,0.128,1000.0
Seagate Constellation ES.3,,170.42,1 TB,0.17,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s,0.128,1000.0
Seagate Constellation CS ISE,,,1 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Mushkin Chronos Deluxe,4.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Intel 525,,,90 GB,,SSD,,mSATA,mSATA,,90.0
Crucial M500,5.0,,120 GB,,SSD,,mSATA,mSATA,,120.0
Corsair Neutron,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
SanDisk Ultra Plus,4.5,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
SanDisk Extreme II,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
SanDisk Extreme II,4.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Western Digital AV-25,,,1 TB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,1000.0
Western Digital RE,,,2 TB,,7200 RPM,32 MB,"3.5""",SAS 6.0 Gb/s,0.032,2000.0
Western Digital Xe,,,300 GB,,10000 RPM,32 MB,"3.5""",SAS 6.0 Gb/s,0.032,300.0
Western Digital Xe,,,600 GB,,10000 RPM,32 MB,"3.5""",SAS 6.0 Gb/s,0.032,600.0
Western Digital Blue,4.5,,750 GB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,750.0
Western Digital Green,,,750 GB,,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,0.016,750.0
Western Digital Xe,,,900 GB,,10000 RPM,32 MB,"3.5""",SAS 6.0 Gb/s,0.032,900.0
Western Digital Scorpio Black,,,500 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,500.0
SanDisk Ultra Plus,4.5,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,64.0
Axiom HD250SATA7-AX,,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,250.0
Hitachi Travelstar,,,500 GB,,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,0.032,500.0
Hitachi Ultrastar C10K900,,,300 GB,,10000 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,0.064,300.0
Hitachi Ultrastar 7K4000,,,3 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,3000.0
Seagate Constellation.2,,,500 GB,,7200 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,0.064,500.0
Kingston SMS200,,,60 GB,,SSD,,mSATA,mSATA,,60.0
Seagate ST3000VN000,5.0,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Seagate ST9640423AS,3.0,,640 GB,,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,0.016,640.0
Hitachi 0F19847,,,4 TB,,5700 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
Hitachi 5K100,2.5,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,640.0
Hitachi HITACHI-0F12460,,,3 TB,,5400 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,0.032,3000.0
Hitachi Ultrastar C10K900,,55.0,900 GB,0.061,10000 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,0.064,900.0
Intel DC S3500,,,600 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,600.0
Seagate ConstellationProduct Series:ES.3,,,3 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,3000.0
Seagate Constellation ES,,,500 GB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,500.0
Seagate Savvio 10K.5,,417.42,600 GB,,10000 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,0.064,600.0
Western Digital WDBMYH0010BNC-NRSN,,52.99,1 TB,0.053,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,1000.0
Western Digital WDBMYH3200ANC-NRSN,,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,320.0
OCZ Deneva 2 C,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
OCZ Vertex 450 Series 256,4.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Corsair Neutron,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Intel DC S3500,,,80 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,80.0
Mushkin Chronos,,,360 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,360.0
Toshiba Q,5.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Edge Tech Boost Pro Slim,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,60.0
Edge Tech Boost Pro Slim,3.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Kingston SSDNow V+200,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Hitachi 0G02001,,,3 TB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,0.032,3000.0
Lenovo 0C19494,,,300 GB,,15000 RPM,32 MB,"2.5""",SAS 6.0 Gb/s,0.032,300.0
Lenovo 0C19495,,,500 GB,,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,0.032,500.0
Toshiba MQ01ABC150,,,1.5 TB,,5400 RPM,8 MB,"2.5""",SAS 3.0 Gb/s,0.008,1500.0
Toshiba P000539200,,,640 GB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,640.0
Toshiba WD6400BPVT,,,640 GB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,0.016,640.0
Seagate ST3500320NS-IM,,,500 GB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,0.032,500.0
Toshiba AL13SE,,,300 GB,,10500 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,0.064,300.0
Toshiba HDD3B03,,,2 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,2000.0
Toshiba AL13SE,,,600 GB,,10500 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,0.064,600.0
Toshiba DT01ACA,3.5,,500 GB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,0.032,500.0
Toshiba MBF230LRC,,,300 GB,,10000 RPM,16 MB,"3.5""",SAS 6.0 Gb/s,0.016,300.0
Toshiba MG03SCA,,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
OCZ Deneva 2,,,180 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,180.0
Seagate Constellation ES,,,1 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,1000.0
Seagate Constellation ES,,,2 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,2000.0
Seagate Constellation ES,,,2 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,2000.0
Seagate Constellation ES,,87.75,2 TB,0.044,7200 RPM,16 MB,"3.5""",SAS 6.0 Gb/s,0.016,2000.0
Seagate Constellation ES,,,2 TB,,7200 RPM,16 MB,"3.5""",SAS 6.0 Gb/s,0.016,2000.0
Seagate Constellation ES.2,,,2 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,2000.0
Seagate Constellation ES.2,,,2 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,2000.0
Seagate Constellation ES.2,,,2 TB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,2000.0
Seagate Constellation ES.2,,125.0,3 TB,0.042,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,3000.0
Seagate Constellation ES,,99.0,500 GB,0.198,7200 RPM,16 MB,"3.5""",SAS 6.0 Gb/s,0.016,500.0
Seagate Constellation ES,,146.44,500 GB,0.293,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,500.0
Seagate Constellation ES,,,500 GB,,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,500.0
Seagate Constellation.2,,,1 TB,,7200 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,0.064,1000.0
Seagate Constellation.2,,,1 TB,,7200 RPM,64 MB,"2.5""",SAS 6.0 Gb/s,0.064,1000.0
